model,entity,period,y,prediction,baseline
signal,5,2,-1.4250869796211911,-1.2387993475196049,-0.78519203291769912
signal,6,2,-0.16362310757561627,0.11852494138691827,-0.59201601554191785
signal,7,2,-0.20269590360405054,-0.5475945737438026,-1.2328077895249567
signal,0,3,0.48088682877223321,0.19264074047909602,-0.2638637206361743
signal,1,3,1.3638358494870453,1.2748790275082877,-1.0020598410316148
signal,2,3,-0.29775905479528719,-0.33817853961305366,-0.34609265779236165
signal,3,3,4.0556556801890906,4.0271143541583898,2.1282552389339848
signal,4,3,-0.13601038410865973,0.058516272984617618,-1.2961476390743858
signal,5,3,-1.7254270261836606,-1.6204493554121149,0.56923584903652302
signal,6,3,3.0481093207677468,2.7472316827990277,1.5587477645688428
signal,7,3,0.74918536929220325,0.91107531478359904,0.40150551864043477
signal,0,4,-0.09880752987312913,-0.16478721214374076,-0.16251846864985953
signal,1,4,-2.184710110359779,-1.852957205444806,-0.94971822035644615
signal,2,4,1.7186071809540446,1.832242899940892,0.82049854874860073
signal,3,4,-1.3573331284782091,-1.7723659133886729,-1.2926170243235144
signal,4,4,-1.689548254152939,-1.9996425684361347,-0.84282375729670123
signal,5,4,-1.26900221718688,-1.5013423255207718,-2.4375414734934391
signal,6,4,1.8032509691477949,1.9030205180450341,1.2974935948669177
signal,7,4,1.4560974403414615,1.580763895081289,0.7308190477078027
signal,0,5,-0.93148234164614541,-1.2579012340099642,-0.10625225733489835
signal,1,5,-0.67918625126335697,-0.53216184953020118,-0.43678276393719628
signal,2,5,-0.78534831403888883,-0.8379328168085256,-1.23707546399688
signal,3,5,-0.93612183594251996,-1.0267149613337356,-0.12561241271642629
signal,4,5,-0.046951199599158389,-0.034450435075443264,1.0281195252134137
signal,5,5,2.0132726470983959,1.9981953704998039,2.083169241934085
signal,6,5,-0.23526143045284953,-0.16998333682125089,0.04426330290643693
signal,7,5,1.004905356051486,1.1524614829230695,-0.17208418782558751
signal,0,6,-1.6897842989911358,-1.938183418869744,-1.3651212477898043
signal,1,6,1.0220200757341784,0.79494878826848081,-0.63840629443980279
signal,2,6,-0.24082680589279637,-0.027730542986213913,0.7764551292531312
signal,3,6,-1.021573878438353,-1.0164523935646956,-2.1071834689557098
signal,4,6,-1.1265957037527632,-1.2747381227072456,0.20956590228922944
signal,5,6,1.2685977031390898,1.4169300614313576,1.2829499143788679
signal,6,6,-0.87160386953271141,-0.6976342488332179,-0.72122106563180233
signal,7,6,-2.8042352141521536,-2.9009462854546526,-2.3471578965868769
signal,0,7,0.59174489924220197,0.42512109181986629,1.1997641354778135
signal,1,7,-1.3079344289918884,-1.1622725954680719,1.0846780813243311
signal,2,7,-1.6656399057359315,-1.9139345771790157,-1.043276672045633
signal,3,7,0.8170726478075252,0.67686675868230006,0.83330961830946904
signal,4,7,-1.7655055700224023,-1.9447078892755658,-0.22389955292746422
signal,5,7,0.75702064331199836,0.98443938516048779,1.0710073567189833
signal,6,7,-1.5245214133441247,-1.5907002793596949,-0.66975993491988162
signal,7,7,-0.65163692934204631,-0.7810460125535319,0.15579181861865887
signal,0,8,-1.3940855992087517,-1.3402529868077075,-0.9439826508579634
signal,1,8,-0.51110456930211956,-0.69391765751833145,-0.33160083234014504
signal,2,8,-1.4970162787483039,-1.6767104274134008,0.092872227109185107
signal,3,8,0.83013568048255648,0.48046388970648896,-1.2330128311471713
signal,4,8,-0.51607282066729887,-0.31736102898903151,-0.99190384275240873
signal,5,8,1.1660615544665851,1.0475106501124203,0.98244945191944555
signal,6,8,2.1498423163472764,2.4894930740179051,0.44055522812998477
signal,7,8,1.5755289078047765,1.5435871342280301,0.099708748298976538
signal,0,9,-1.2210990664022754,-1.6504583151966519,-1.1732742266595475
signal,1,9,0.6967072323357183,0.46683713180291642,2.1456894779037818
signal,2,9,-0.99231358167461625,-0.80172645016388211,-0.84980903484903625
signal,3,9,-0.56385406728581033,-0.53911636521899442,-0.50210575020002313
signal,4,9,-0.598393996519063,-0.54944184145379471,2.2069709659131442
signal,5,9,-0.34336772878809901,-0.39501815936895202,-0.95315924727561285
signal,6,9,0.6746920430997434,0.88021011312050335,1.2426131895759029
signal,7,9,-2.0378439696590398,-1.7572950573660948,-1.0236177429276223
signal,0,10,0.20225214242061784,0.36027413453542945,1.2440946260762669
signal,1,10,-2.8973829693221509,-2.9943719079310687,-0.8488711055035767
signal,2,10,0.76364900537874436,0.4524339753200447,0.28558692875432229
signal,3,10,0.43085993014401547,0.41502967653255174,2.3184588330841294
signal,4,10,1.4059094102321141,1.3558424576646151,0.33950938094745692
signal,5,10,0.49150178040928671,0.57077812749903456,1.3695030356012612
signal,6,10,1.4461436235935285,1.1905126608197176,0.52592673691647973
signal,7,10,1.632562608609847,1.7588787346090518,0.31037633757984867
signal,0,11,-2.1891812151366858,-2.4778834962106524,-1.008269767947898
signal,1,11,1.5524654907412117,1.2575839558505699,-0.26656718859453693
signal,2,11,-0.19676020483662976,-0.24917204836441342,-0.1609437461763269
signal,3,11,1.1109273728523374,1.2832469484045539,0.40793820582063017
signal,4,11,-1.0166444373936256,-1.0121273710893242,-0.7392843131959953
signal,5,11,-0.0066928961933594155,-0.031525351539923266,0.31174365893342537
signal,6,11,-1.0489826669470839,-0.62268153535306237,-0.54305177332916954
signal,7,11,1.6542208677553747,1.6808196163150453,0.94876410480586459
unrelated,0,0,0.51308061339669686,0.17320208556175121,-0.38292982326153274
unrelated,1,0,1.158201232810669,-1.5678544611096072,0.55620583560224313
unrelated,2,0,-1.3896150351938594,-0.59870393901783547,-0.29688402846659956
unrelated,3,0,0.64067630099132911,-0.16106026206250393,-0.85776569825678961
unrelated,4,0,-0.69675314841337099,0.82255162190485898,-1.7266829105437258
unrelated,5,0,0.61944235097297917,-1.5147494804630146,1.2615541573977374
unrelated,6,0,-0.89495598957804179,-0.89651245406298297,0.48196782782744613
unrelated,7,0,-1.0782579317179974,0.010195008225257202,-0.99162068335872289
unrelated,0,1,1.2503367905131069,-0.21616964214431836,0.34610454260134688
unrelated,1,1,0.23113789350369995,2.0291058024072792,1.5624015125717607
unrelated,2,1,-1.2513180924849341,0.64658656201223996,-0.83180592219791938
unrelated,3,1,0.70905011418970076,0.97447654286278418,2.4806695033715367
unrelated,4,1,-1.1990005921247839,0.018935750501774897,-0.74147907525840173
unrelated,5,1,-0.1293900238075244,-0.6372078118419181,0.62632453406330157
unrelated,6,1,-0.9493994533315977,3.3154282026646151,0.085643966492921816
unrelated,7,1,-0.063163962459027556,-0.71409220258020767,1.1054321427678762
unrelated,0,2,-1.81793851639297,0.70626539343772299,0.26372346215084203
unrelated,1,2,0.8548990871884371,0.51510926753057396,0.060932210664296341
unrelated,2,2,-0.10705174102877574,1.5611172574317551,0.43761833227864838
unrelated,3,2,1.3545294638594894,1.0419058741001073,0.21128088194937222
unrelated,4,2,2.0556150717298061,2.6250175514575882,1.1661267034447007
unrelated,5,2,-1.4250869796211911,0.19562949038655172,-0.78519203291769912
unrelated,6,2,-0.16362310757561627,-0.0021708606181873123,-0.59201601554191785
unrelated,7,2,-0.20269590360405054,-0.23638706533581361,-1.2328077895249567
unrelated,0,3,0.48088682877223321,0.17001594964712116,-0.2638637206361743
unrelated,1,3,1.3638358494870453,0.38655349026066477,-1.0020598410316148
unrelated,2,3,-0.29775905479528719,-0.79111099791927664,-0.34609265779236165
unrelated,3,3,4.0556556801890906,-0.4583487265783619,2.1282552389339848
unrelated,4,3,-0.13601038410865973,0.34560957537411852,-1.2961476390743858
unrelated,5,3,-1.7254270261836606,-0.058536657723780333,0.56923584903652302
unrelated,6,3,3.0481093207677468,0.64734732209528212,1.5587477645688428
unrelated,7,3,0.74918536929220325,0.10882364610192441,0.40150551864043477
unrelated,0,4,-0.09880752987312913,1.4400594370110169,-0.16251846864985953
unrelated,1,4,-2.184710110359779,1.618301068482114,-0.94971822035644615
unrelated,2,4,1.7186071809540446,-0.46446041045132364,0.82049854874860073
unrelated,3,4,-1.3573331284782091,0.70574118260807306,-1.2926170243235144
unrelated,4,4,-1.689548254152939,0.6131298732345617,-0.84282375729670123
unrelated,5,4,-1.26900221718688,-0.94079164054521214,-2.4375414734934391
unrelated,6,4,1.8032509691477949,0.26664429683908369,1.2974935948669177
unrelated,7,4,1.4560974403414615,-0.13851654209269992,0.7308190477078027
unrelated,0,5,-0.93148234164614541,0.086733462884658219,-0.10625225733489835
unrelated,1,5,-0.67918625126335697,-0.13952181658135404,-0.43678276393719628
unrelated,2,5,-0.78534831403888883,0.54462747124289035,-1.23707546399688
unrelated,3,5,-0.93612183594251996,-0.7575230511947928,-0.12561241271642629
unrelated,4,5,-0.046951199599158389,-0.12869561725666723,1.0281195252134137
unrelated,5,5,2.0132726470983959,-0.8276133955293079,2.083169241934085
unrelated,6,5,-0.23526143045284953,-0.63356584035775509,0.04426330290643693
unrelated,7,5,1.004905356051486,1.324831799802108,-0.17208418782558751
unrelated,0,6,-1.6897842989911358,-0.40079765543304147,-1.3651212477898043
unrelated,1,6,1.0220200757341784,-0.80166399364941576,-0.63840629443980279
unrelated,2,6,-0.24082680589279637,1.3984313151697469,0.7764551292531312
unrelated,3,6,-1.021573878438353,-0.3915604088638705,-2.1071834689557098
unrelated,4,6,-1.1265957037527632,-1.0005541822841466,0.20956590228922944
unrelated,5,6,1.2685977031390898,-1.5665127592013799,1.2829499143788679
unrelated,6,6,-0.87160386953271141,-0.49850754552389392,-0.72122106563180233
unrelated,7,6,-2.8042352141521536,-0.35449001913247147,-2.3471578965868769
unrelated,0,7,0.59174489924220197,1.0332565564894243,1.1997641354778135
unrelated,1,7,-1.3079344289918884,-0.73648155754460032,1.0846780813243311
unrelated,2,7,-1.6656399057359315,1.4376935244503286,-1.043276672045633
unrelated,3,7,0.8170726478075252,0.84812156495265345,0.83330961830946904
unrelated,4,7,-1.7655055700224023,-1.9103759467266843,-0.22389955292746422
unrelated,5,7,0.75702064331199836,0.84958814488524148,1.0710073567189833
unrelated,6,7,-1.5245214133441247,0.40210676406433993,-0.66975993491988162
unrelated,7,7,-0.65163692934204631,-0.16569697323524749,0.15579181861865887
unrelated,0,8,-1.3940855992087517,-0.79457859159195232,-0.9439826508579634
unrelated,1,8,-0.51110456930211956,1.2320998439534543,-0.33160083234014504
unrelated,2,8,-1.4970162787483039,0.36961470944128733,0.092872227109185107
unrelated,3,8,0.83013568048255648,-0.86946014547495831,-1.2330128311471713
unrelated,4,8,-0.51607282066729887,0.5954582489351179,-0.99190384275240873
unrelated,5,8,1.1660615544665851,0.63746753649421861,0.98244945191944555
unrelated,6,8,2.1498423163472764,-2.5362196651950444,0.44055522812998477
unrelated,7,8,1.5755289078047765,-1.012704553442954,0.099708748298976538
unrelated,0,9,-1.2210990664022754,1.3125826750276237,-1.1732742266595475
unrelated,1,9,0.6967072323357183,1.0720063040177039,2.1456894779037818
unrelated,2,9,-0.99231358167461625,0.44527795100453849,-0.84980903484903625
unrelated,3,9,-0.56385406728581033,-0.85398656864608136,-0.50210575020002313
unrelated,4,9,-0.598393996519063,1.3027953836468789,2.2069709659131442
unrelated,5,9,-0.34336772878809901,-0.68058665273235597,-0.95315924727561285
unrelated,6,9,0.6746920430997434,2.3612564027393463,1.2426131895759029
unrelated,7,9,-2.0378439696590398,2.1769285771451039,-1.0236177429276223
unrelated,0,10,0.20225214242061784,-1.6063841592742674,1.2440946260762669
unrelated,1,10,-2.8973829693221509,-0.44653974200475716,-0.8488711055035767
unrelated,2,10,0.76364900537874436,1.8997469469269714,0.28558692875432229
unrelated,3,10,0.43085993014401547,1.4546654561789303,2.3184588330841294
unrelated,4,10,1.4059094102321141,0.18484323371812961,0.33950938094745692
unrelated,5,10,0.49150178040928671,-0.33508335746244183,1.3695030356012612
unrelated,6,10,1.4461436235935285,0.60099810785558261,0.52592673691647973
unrelated,7,10,1.632562608609847,0.058085364218396968,0.31037633757984867
unrelated,0,11,-2.1891812151366858,-0.81541125213272503,-1.008269767947898
unrelated,1,11,1.5524654907412117,0.74377414110264328,-0.26656718859453693
unrelated,2,11,-0.19676020483662976,0.1671229256698416,-0.1609437461763269
unrelated,3,11,1.1109273728523374,1.7299297060478829,0.40793820582063017
unrelated,4,11,-1.0166444373936256,3.4548084937064636,-0.7392843131959953
unrelated,5,11,-0.0066928961933594155,-0.27575526889516039,0.31174365893342537
unrelated,6,11,-1.0489826669470839,-0.017538828641292491,-0.54305177332916954
unrelated,7,11,1.6542208677553747,0.17140140965026765,0.94876410480586459
